macros,positive frequency,length
('move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l0'),3,4
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'),2,4
('prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),4,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'),9,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'),9,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l0'),1,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'),2,5
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),1,5
('prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),3,5
('move_r0_l0_l2'  'move_r0_l0_l2'),114,2
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),120,2
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),124,2
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),32,2
('move_r0_l2_l1'  'move_r0_l2_l1'),101,2
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),33,2
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),110,3
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),120,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),32,3
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),32,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),33,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),14,3
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),110,4
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),31,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),32,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),32,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),14,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),1,4
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),25,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),31,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),32,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),13,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),1,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),1,5
('prepare_unload_0'  'move_r0_l0_l2'),37,2
('prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'),18,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),19,3
('prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),17,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),19,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),19,4
('prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),17,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),19,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),19,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),1,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),45,2
('move_r0_l2_l3'  'prepare_unload_0'),6,2
('prepare_unload_0'  'move_r0_l2_l3'),4,2
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),49,2
('move_r0_l3_l0'  'unload_r0_k1_0'),36,2
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),45,3
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'prepare_unload_0'),1,3
('move_r0_l2_l3'  'prepare_unload_0'  'move_r0_l2_l3'),3,3
('prepare_unload_0'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),1,3
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),41,3
('prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'),9,3
('move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),36,3
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),42,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'prepare_unload_0'),1,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'prepare_unload_0'  'move_r0_l2_l3'),1,4
('move_r0_l2_l3'  'prepare_unload_0'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),1,4
('prepare_unload_0'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),1,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),2,4
('move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'),9,4
('prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),9,4
('move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),35,4
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),40,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'prepare_unload_0'  'move_r0_l2_l3'),1,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'prepare_unload_0'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),1,5
('move_r0_l2_l3'  'prepare_unload_0'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),1,5
('prepare_unload_0'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),1,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'),1,5
('move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),9,5
('prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),8,5
('move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'  'prepare_unload_0'),35,5
('move_r0_l0_l2'  'prepare_unload_0'),17,2
('move_r0_l2_l3'  'move_r0_l2_l3'),119,2
('load_r0_l3_c3_k1_1'  'prepare_unload_0'),29,2
('prepare_unload_0'  'load_r0_l3_c3_k1_1'),21,2
('move_r0_l3_l0'  'move_r0_l3_l0'),101,2
('move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),13,3
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),10,3
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),44,3
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),48,3
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),8,3
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),20,3
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),5,3
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),6,3
('move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),27,3
('move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),10,4
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),10,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),44,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),43,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),8,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),8,4
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),5,4
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),5,4
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),5,4
('move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),27,4
('move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),10,5
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),2,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),41,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),43,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),8,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),8,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),3,5
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),5,5
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),5,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),5,5
('move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),27,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),31,2
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),29,3
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),12,3
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),26,4
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),10,4
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),24,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),7,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),2,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),19,3
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),19,4
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),18,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),19,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),18,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),40,2
('move_r0_l3_l2'  'move_r0_l3_l2'),94,2
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),41,2
('load_r0_l2_c2_k1_1'  'prepare_unload_0'),32,2
('prepare_unload_0'  'load_r0_l2_c2_k1_1'),30,2
('move_r0_l2_l0'  'unload_r0_k1_0'),17,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),39,3
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),40,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),41,3
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),16,3
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'),29,3
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),1,3
('move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),14,3
('move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),17,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),39,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),39,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),40,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),16,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'),16,4
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),1,4
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'move_r0_l2_l0'),1,4
('load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),1,4
('move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),14,4
('move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),15,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),38,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),39,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),39,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),16,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'),16,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),1,5
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'move_r0_l2_l0'),1,5
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),1,5
('load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),1,5
('move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),13,5
('move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'  'prepare_unload_0'),15,5
('prepare_unload_0'  'move_r0_l1_l2'),24,2
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'),1,3
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),12,3
('prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'),3,3
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'),2,4
('move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'),1,4
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,4
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),3,4
('move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'),3,4
('prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),3,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'),1,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,5
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),1,5
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),3,5
('load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'),1,5
('move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),3,5
('prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),34,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),34,3
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),7,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),33,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),7,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),7,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),31,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),7,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),7,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),2,5
('move_r0_l0_l3'  'prepare_unload_0'),13,2
('move_r0_l0_l3'  'prepare_unload_0'  'move_r0_l0_l3'),10,3
('prepare_unload_0'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'),9,3
('move_r0_l0_l3'  'prepare_unload_0'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'),9,4
('prepare_unload_0'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'),9,4
('move_r0_l0_l3'  'prepare_unload_0'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'),9,5
('prepare_unload_0'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),2,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),34,2
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),30,2
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),94,2
('load_r0_l2_c2_k1_2'  'prepare_unload_0'),21,2
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),20,3
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),28,3
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),25,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),28,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),9,3
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l0'),3,3
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),18,3
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),15,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),15,4
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),23,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),23,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),4,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l0'),2,4
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),2,4
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),13,4
('move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),39,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),15,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),11,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),11,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),21,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),4,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l0'),1,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),1,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),2,5
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),13,5
('move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),39,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),21,2
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),18,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'prepare_unload_0'),4,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),3,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'prepare_unload_0'),4,4
('load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'),4,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),2,5
