macros,positive frequency,length
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),5,3
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),1,3
('move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'),58,3
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),2,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),1,4
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),1,4
('move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'),55,4
('move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),54,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),2,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),1,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'),1,5
('move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),53,5
('move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),54,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),32,2
('move_r0_l3_l1'  'move_r0_l3_l1'),97,2
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),35,2
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),64,2
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),6,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),30,3
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),32,3
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),35,3
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),24,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),3,3
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),6,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),30,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),30,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),32,4
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),24,4
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),3,4
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),6,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),28,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),30,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),30,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),21,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),2,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),3,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'),3,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'),65,2
('prepare_unload_0'  'load_r0_l1_c1_k1_1'),55,2
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),11,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),53,3
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),3,3
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),11,4
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),11,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),3,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),3,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),11,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),11,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),3,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),3,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'  'unload_r0_k1_0'),3,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),44,2
('move_r0_l3_l2'  'prepare_unload_0'),6,2
('prepare_unload_0'  'move_r0_l3_l2'),14,2
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),43,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),44,3
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'prepare_unload_0'),1,3
('move_r0_l3_l2'  'prepare_unload_0'  'move_r0_l3_l2'),3,3
('prepare_unload_0'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),1,3
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),43,3
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),7,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),44,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'prepare_unload_0'),1,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'prepare_unload_0'  'move_r0_l3_l2'),1,4
('move_r0_l3_l2'  'prepare_unload_0'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),1,4
('prepare_unload_0'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),1,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),5,4
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'prepare_unload_0'),7,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),44,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'prepare_unload_0'  'move_r0_l3_l2'),1,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'prepare_unload_0'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),1,5
('move_r0_l3_l2'  'prepare_unload_0'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),1,5
('prepare_unload_0'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),1,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'prepare_unload_0'),5,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'),7,5
('move_r0_l3_l2'  'move_r0_l3_l2'),116,2
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),43,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),42,3
('prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'),11,3
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),43,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),40,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),42,4
('move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'),10,4
('prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),5,4
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),43,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),40,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),40,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),4,5
('load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'),4,5
('move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),5,5
('prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),4,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),33,2
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),42,2
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),75,2
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),24,2
('move_r0_l1_l0'  'move_r0_l1_l0'),87,2
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),30,3
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),19,3
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),17,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),28,3
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),21,3
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'),12,3
('move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),76,3
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),29,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),18,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),19,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),17,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),14,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),9,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'),11,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),11,4
('move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),25,4
('move_r0_l0_l1'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),26,5
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),17,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),18,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),6,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),14,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),3,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'),6,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),11,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),4,5
('move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),25,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),13,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),23,3
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'),12,3
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),11,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),7,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),13,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'),10,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),12,4
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),11,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),5,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),4,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),5,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'),3,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),10,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'),4,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),44,2
('move_r0_l1_l3'  'move_r0_l1_l3'),107,2
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'),43,2
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),83,2
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),22,2
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),26,3
('load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),40,3
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'),39,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),36,3
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),14,3
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),7,3
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),5,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),25,4
('load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'),36,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),32,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),7,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),4,4
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),7,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),5,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),5,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'),22,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),29,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),7,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),3,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),4,5
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'),4,5
('move_r0_l0_l2'  'move_r0_l2_l1'),1,2
('move_r0_l2_l1'  'move_r0_l2_l1'),105,2
('move_r0_l2_l1'  'load_r0_l1_c1_k1_0'),1,2
('move_r0_l0_l2'  'move_r0_l0_l2'  'move_r0_l2_l1'),1,3
('move_r0_l0_l2'  'move_r0_l2_l1'  'move_r0_l2_l1'),1,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_0'),1,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'),1,3
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),18,3
('move_r0_l0_l2'  'move_r0_l0_l2'  'move_r0_l2_l1'  'move_r0_l2_l1'),1,4
('move_r0_l0_l2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_0'),1,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'),1,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),1,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),18,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),15,4
('move_r0_l0_l2'  'move_r0_l0_l2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_0'),1,5
('move_r0_l0_l2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'),1,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),1,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),11,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),15,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'),14,5
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'),3,5
('move_r0_l0_l1'  'prepare_unload_0'),30,2
('load_r0_l1_c1_k1_0'  'prepare_unload_0'),25,2
('prepare_unload_0'  'load_r0_l1_c1_k1_0'),15,2
('load_r0_l1_c1_k1_0'  'move_r0_l1_l2'),19,2
('move_r0_l1_l2'  'move_r0_l1_l2'),71,2
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),29,2
('load_r0_l2_c2_k1_1'  'move_r0_l2_l3'),25,2
('move_r0_l2_l3'  'load_r0_l3_c3_k1_2'),27,2
('load_r0_l3_c3_k1_2'  'prepare_unload_0'),36,2
('prepare_unload_0'  'load_r0_l3_c3_k1_2'),23,2
('prepare_unload_0'  'move_r0_l0_l1'  'prepare_unload_0'),15,3
('move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'),24,3
('prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'),21,3
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),10,3
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'),11,3
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'),3,3
('load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),17,3
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),27,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),13,3
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l3'),22,3
('load_r0_l2_c2_k1_1'  'move_r0_l2_l3'  'move_r0_l2_l3'),25,3
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_2'),27,3
('move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),9,3
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),21,3
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),8,3
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'),14,3
('prepare_unload_0'  'move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'),13,4
('move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'),21,4
('prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),4,4
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'),10,4
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'),3,4
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,4
('load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),17,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),11,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l3'),5,4
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l3'  'move_r0_l2_l3'),22,4
('load_r0_l2_c2_k1_1'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_2'),25,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),9,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),9,4
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),7,4
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'),5,4
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),12,4
('prepare_unload_0'  'move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'),11,5
('move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),4,5
