Expanded states,MemoryError,Useful macros,config,group,instance,memory,overall_time,plan_size,real,retval,run,set,solved,sys,user
9927,False,,,set_2_hff,problem_412.anml,802028,82.96446013450623,15,86.462277,0,,set_2,True,1.082333,85.379944
,False,,,set_2_hff,problem_414.anml,3433552,,,601.940937,137,,set_2,,3.566254,598.374683
,False,,,set_2_hff,problem_360.anml,3315728,,,602.00575,137,,set_2,,3.6082520000000002,598.397498
,False,,,set_2_hff,problem_319.anml,4238140,,,602.0141540000001,137,,set_2,,4.203694,597.81046
45940,False,,,set_2_hff,problem_464.anml,2117804,355.4742109775543,13,358.974192,0,,set_2,True,2.397197,356.576995
74,False,,,set_2_hff,problem_162.anml,453804,0.6791765689849854,12,4.111859000000001,0,,set_2,True,0.799991,3.311868
116,False,,,set_2_hff,problem_46.anml,455004,0.8080029487609863,12,4.306757,0,,set_2,True,0.700807,3.60595
74,False,,,set_2_hff,problem_236.anml,453296,0.7220861911773682,12,4.394669,0,,set_2,True,0.845138,3.549531
4484,False,,,set_2_hff,problem_436.anml,538912,37.03847336769104,14,40.559521000000004,0,,set_2,True,1.008045,39.551476
,False,,,set_2_hff,problem_157.anml,2618940,,,601.923193,137,,set_2,,2.864026,599.059167
,False,,,set_2_hff,problem_475.anml,4366608,,,602.008293,137,,set_2,,3.937181,598.071112
4465,False,,,set_2_hff,problem_368.anml,536988,37.03990292549133,14,40.590233000000005,0,,set_2,True,0.9401079999999999,39.650125
,False,,,set_2_hff,problem_165.anml,2642256,,,601.923777,137,,set_2,,3.050393,598.873384
,False,,,set_2_hff,problem_233.anml,3125804,,,601.9403779999999,137,,set_2,,3.096834,598.843544
116,False,,,set_2_hff,problem_222.anml,453380,0.8318600654602051,13,4.319936,0,,set_2,True,0.7842809999999999,3.535655
35690,False,,,set_2_hff,problem_340.anml,1720656,274.34449887275696,13,277.97777,0,,set_2,True,2.187129,275.790641
3192,False,,,set_2_hff,problem_404.anml,539764,26.857441186904907,12,30.400254,0,,set_2,True,0.883648,29.516606
,False,,,set_2_hff,problem_463.anml,2473868,,,601.9243299999999,137,,set_2,,2.7676600000000002,599.15667
,False,,,set_2_hff,problem_371.anml,2530644,,,601.931622,137,,set_2,,2.8227729999999998,599.108849
,False,,,set_2_hff,problem_335.anml,4322420,,,602.0009309999998,137,,set_2,,4.191251,597.80968
8410,False,,,set_2_hff,problem_470.anml,608316,61.385602951049805,12,64.991574,0,,set_2,True,0.965648,64.025926
36,False,,,set_2_hff,problem_10.anml,453768,0.525193452835083,8,4.230287,0,,set_2,True,0.8336659999999999,3.396621
118,False,,,set_2_hff,problem_128.anml,452764,0.8392930030822754,13,4.347021,0,,set_2,True,0.7715909999999999,3.57543
2736,False,,,set_2_hff,problem_306.anml,467544,17.641120672225952,13,21.159764,0,,set_2,True,0.92184,20.237924
2685,False,,,set_2_hff,problem_252.anml,465724,18.780422687530518,9,22.318084,0,,set_2,True,0.8686999999999999,21.449384
,False,,,set_2_hff,problem_225.anml,3118560,,,601.975271,137,,set_2,,3.103014,598.872257
,False,,,set_2_hff,problem_451.anml,3313132,,,601.9880939999999,137,,set_2,,3.502538,598.485556
,False,,,set_2_hff,problem_355.anml,3203608,,,601.9358980000001,137,,set_2,,3.518853,598.417045
,False,,,set_2_hff,problem_25.anml,3430692,,,601.938538,137,,set_2,,3.595135,598.343403
106,False,,,set_2_hff,problem_114.anml,454796,0.7955999374389648,13,4.234701,0,,set_2,True,0.736053,3.498648
,False,,,set_2_hff,problem_99.anml,2676780,,,601.942713,137,,set_2,,3.064337,598.878376
,False,,,set_2_hff,problem_307.anml,3273376,,,602.013244,137,,set_2,,3.612116,598.401128
,False,,,set_2_hff,problem_299.anml,3323028,,,601.8908660000001,137,,set_2,,3.7062619999999997,598.184604
,False,,,set_2_hff,problem_251.anml,4813540,,,602.07038,137,,set_2,,4.454878,597.615502
,False,,,set_2_hff,problem_265.anml,4546252,,,602.028685,137,,set_2,,4.250586,597.778099
4761,False,,,set_2_hff,problem_326.anml,565804,36.99583959579468,12,40.459257,0,,set_2,True,0.817673,39.641584
,False,,,set_2_hff,problem_293.anml,4275144,,,601.9955239999999,137,,set_2,,4.299542,597.695982
,False,,,set_2_hff,problem_344.anml,3346468,,,602.004587,137,,set_2,,3.652144,598.352443
,False,,,set_2_hff,problem_153.anml,3076212,,,601.986027,137,,set_2,,3.2615629999999998,598.724464
105434,False,,,set_2_hff,problem_202.anml,1554328,355.05989623069763,13,358.47251,0,,set_2,True,1.991641,356.480869
,False,,,set_2_hff,problem_329.anml,4336700,,,602.0155450000001,137,,set_2,,4.063792,597.951753
,False,,,set_2_hff,problem_321.anml,4366716,,,602.041772,137,,set_2,,4.10725,597.934522
40470,False,,,set_2_hff,problem_458.anml,1234376,269.39223980903625,13,272.86158900000004,0,,set_2,True,1.703706,271.157883
,False,,,set_2_hff,problem_223.anml,2675516,,,601.9464419999999,137,,set_2,,2.918325,599.028117
,False,,,set_2_hff,problem_207.anml,2686164,,,601.9412920000001,137,,set_2,,3.1991870000000002,598.742105
,False,,,set_2_hff,problem_237.anml,3271748,,,601.948559,137,,set_2,,3.571764,598.376795
,False,,,set_2_hff,problem_231.anml,2642996,,,601.962055,137,,set_2,,2.869704,599.092351
,False,,,set_2_hff,problem_151.anml,2687800,,,602.034355,137,,set_2,,3.028518,599.005837
,False,,,set_2_hff,problem_211.anml,2348896,,,601.919244,137,,set_2,,2.244944,599.6743
,False,,,set_2_hff,problem_431.anml,4339884,,,602.021102,137,,set_2,,4.184699,597.836403
,False,,,set_2_hff,problem_277.anml,4455572,,,601.9920159999999,137,,set_2,,4.26816,597.723856
,False,,,set_2_hff,problem_69.anml,2902244,,,601.92108,137,,set_2,,3.576328,598.344752
64715,False,,,set_2_hff,problem_288.anml,2175688,452.98727774620056,12,456.502103,0,,set_2,True,2.773988,453.728115
,False,,,set_2_hff,problem_221.anml,2641092,,,601.9159510000001,137,,set_2,,2.914114,599.001837
,False,,,set_2_hff,problem_440.anml,3347960,,,601.983308,137,,set_2,,3.704927,598.278381
50056,False,,,set_2_hff,problem_384.anml,2248536,385.9779050350189,13,389.438791,0,,set_2,True,2.603552,386.835239
,False,,,set_2_hff,problem_483.anml,4490652,,,602.000268,137,,set_2,,4.342632,597.657636
,False,,,set_2_hff,problem_15.anml,3194116,,,601.893688,137,,set_2,,3.454431,598.439257
,False,,,set_2_hff,problem_363.anml,2620140,,,601.936215,137,,set_2,,3.25118,598.685035
,False,,,set_2_hff,problem_452.anml,3485084,,,601.9991299999999,137,,set_2,,3.874657,598.124473
,False,,,set_2_hff,problem_399.anml,3717572,,,601.982031,137,,set_2,,3.917007,598.065024
,False,,,set_2_hff,problem_271.anml,4139500,,,602.035925,137,,set_2,,3.838943,598.196982
,False,,,set_2_hff,problem_75.anml,3293160,,,602.014543,137,,set_2,,3.472143,598.5424
,False,,,set_2_hff,problem_161.anml,3756336,,,602.04485,137,,set_2,,3.672648,598.372202
,False,,,set_2_hff,problem_421.anml,3324584,,,601.977386,137,,set_2,,3.6145870000000007,598.362799
