macros,positive frequency,length
('move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'),6,4
('prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),6,4
('move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),21,4
('move_r0_l0_l1'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),3,5
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l3'),3,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l3'  'move_r0_l1_l3'),3,5
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'),3,5
('prepare_unload_0'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),2,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),1,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),4,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'),4,5
('move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),6,5
('prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),6,5
('move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'  'prepare_unload_0'),21,5
('load_r0_l3_c3_k1_1'  'prepare_unload_0'),13,2
('prepare_unload_0'  'load_r0_l3_c3_k1_1'),12,2
('move_r0_l3_l0'  'move_r0_l3_l0'),85,2
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),3,3
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),10,3
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),3,3
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),2,3
('move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),15,3
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),3,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),3,4
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),3,4
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),2,4
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),2,4
('move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),15,4
('prepare_unload_0'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),1,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),3,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),1,5
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'),2,5
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),2,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),2,5
('move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),15,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),31,2
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),33,2
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),31,3
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),30,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),32,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),3,3
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'move_r0_l1_l0'),2,3
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),27,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),30,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),30,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),3,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),3,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'move_r0_l1_l0'),2,4
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'),2,4
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),26,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),26,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),30,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),3,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),3,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),1,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'move_r0_l1_l0'),2,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'),2,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),2,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),30,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),29,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),27,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'),2,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l0'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),33,2
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),33,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),28,3
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),29,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),28,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),2,4
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),28,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),26,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),2,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'prepare_unload_0'),1,5
('move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'),45,3
('move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'),45,4
('move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),45,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'move_r0_l2_l0'),1,5
('load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'),1,5
('move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),45,5
('move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),45,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),37,2
('move_r0_l2_l3'  'move_r0_l2_l3'),101,2
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),39,2
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),36,3
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),36,3
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),37,3
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),7,3
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),30,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),35,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),36,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),7,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),7,4
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'),1,4
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),30,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),29,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),35,5
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'),7,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),7,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),2,5
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),1,5
('move_r0_l0_l3'  'move_r0_l0_l3'),105,2
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'),108,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'),108,2
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),30,2
('move_r0_l3_l2'  'move_r0_l3_l2'),111,2
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),37,2
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'),95,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'),108,3
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),30,3
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),29,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),36,3
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),35,3
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'),95,4
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),30,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),29,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),29,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),34,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),2,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'),26,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),29,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'),29,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),27,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'),2,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l0'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),35,2
('move_r0_l3_l1'  'move_r0_l3_l1'),83,2
('move_r0_l3_l1'  'move_r0_l1_l2'),1,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),35,3
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),33,3
('move_r0_l3_l1'  'move_r0_l3_l1'  'move_r0_l1_l2'),1,3
('move_r0_l3_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),35,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),33,4
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'move_r0_l1_l2'),1,4
('move_r0_l3_l1'  'move_r0_l3_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,4
('move_r0_l3_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),1,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),29,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),33,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'move_r0_l1_l2'),1,5
('load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),1,5
('move_r0_l3_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),1,5
('load_r0_l3_c3_k1_0'  'prepare_unload_0'),9,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'),9,3
('load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),1,3
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),2,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'),9,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),1,4
('load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),1,4
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),1,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'),6,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'),1,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),1,5
('load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),1,5
('prepare_unload_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),34,2
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),34,3
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),34,3
('prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'),14,3
('move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'),42,3
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),34,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),34,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),1,4
('move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'),13,4
('prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'),14,4
('move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),42,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'),34,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),34,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'),1,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'),13,5
('prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),14,5
('move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'),42,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),36,2
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),89,2
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),18,2
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),35,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),28,3
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),14,3
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'),11,3
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),13,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),27,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),7,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'),10,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),11,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),13,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),9,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),7,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'),4,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),10,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'),9,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'),25,2
('prepare_unload_0'  'load_r0_l1_c1_k1_2'),16,2
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),8,3
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),15,3
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),4,3
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'),7,3
('move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),54,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),8,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),8,4
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),4,4
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'),3,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),5,4
('move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),13,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),4,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),8,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),2,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'),3,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),1,5
('move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),13,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),36,2
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),36,2
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),101,2
('load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),25,2
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),1,3
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),29,3
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),30,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),36,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),22,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'prepare_unload_0'),14,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),1,4
